FAMILY,Scientific name,CAT,Kriterien IUCN,NHV,Bemerkungen
Laubmoose – Musci,Pottia lanceolata (Hedw.) C. Müll.,VU,A2b; D2,,
Laubmoose – Musci,Pottia recta (With.) Mitt.,DD,,,Vorkommen in der Schweiz unsicher
Laubmoose – Musci,Pottia starckeana (Hedw.) C. Müll.,EN,A2b,,
Laubmoose – Musci,Pottia starckeana (Hedw.) C. Müll. subsp.,DD,,,
Laubmoose – Musci,Pottia starckeana (Hedw.) C. Müll. subsp.,DD,,,
Laubmoose – Musci,Pottia truncata (Hedw.) B. & S.,LC,,,
Laubmoose – Musci,Pseudephemerum nitidum (Hedw.) Reim.,LC,,,
Laubmoose – Musci,Pseudobryum cinclidioides (Hüb.) T. Kop.,VU,D2,,letzter Fund 1975
Laubmoose – Musci,Pseudoleskea artariae Thér.,CR,B1ab(iv)+2ab(iv),§REG,"breitungsgebiet, nur im Tessin und"
Laubmoose – Musci,Pseudoleskea incurvata (Hedw.) Loeske,LC,,,
Laubmoose – Musci,Pseudoleskea patens (Lindb.) Kindb.,LC,,,
Laubmoose – Musci,Pseudoleskea plicata (Web. & Mohr) Kindb.,LC,,,
Laubmoose – Musci,Pseudoleskea radicosa (Mitt.) Mac. & Kindb.,LC,,,
Laubmoose – Musci,Pseudoleskeella catenulata (Schrad.) Kindb.,NE,,,
Laubmoose – Musci,Pseudoleskeella catenulata (Schrad.) Kindb.,LC,,,
Laubmoose – Musci,Pseudoleskeella nervosa (Brid.) Nyh.,LC,,,
Laubmoose – Musci,Pseudoleskeella rupestris (Berggr.) Hedenäs & Söderström,DD,,,"Vorkommen in der Schweiz unsicher, Taxonomie unklar"
Laubmoose – Musci,Pseudoleskeella tectorum (Brid.) Broth.,VU,D2,,
Laubmoose – Musci,Pterigynandrum filiforme Hedw.,LC,,,
Laubmoose – Musci,Pterogonium gracile (Hedw.) Sm.,VU,A2b,,
Laubmoose – Musci,Pterygoneurum lamellatum (Lindb.) Jur.,CR,B2ab(iv),,"Fund 1915, Nachsuche mehrerer"
Laubmoose – Musci,Pterygoneurum ovatum (Hedw.) Dix.,VU,D2,,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,Pterygoneurum sampaianum (Mach.) Mach.,DD,,,Taxonomie unklar
Laubmoose – Musci,Pterygoneurum subsessile (Brid.) Jur.,VU,D2,,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,Ptilium crista-castrensis (Hedw.) De Not.,LC,,,im Mittelland gefährdet
Laubmoose – Musci,Ptychomitrium incurvum (Schwaegr.) Spruce,DD,,,"nur wenige, nicht bestätigte alte Anga-ben und ein zweifelhafter neuer Fund"
Laubmoose – Musci,Ptychomitrium polyphyllum (Sw.) B. & S.,VU,A2b; D2,,
Laubmoose – Musci,Pylaisia polyantha (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Pyramidula tetragona (Brid.) Brid.,DD,,§REG,"Vorkommen in der Schweiz unsicher, Beleg nicht auffindbar"
Laubmoose – Musci,Racomitrium aciculare (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Racomitrium aquaticum (Schrad.) Brid.,LC,,,
Laubmoose – Musci,Racomitrium canescens (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Racomitrium elongatum Frisv.,LC,,,
Laubmoose – Musci,Racomitrium ericoides (Brid.) Brid.,LC,,,
Laubmoose – Musci,Racomitrium fasciculare (Hedw.) Brid.,VU,D2,,
Laubmoose – Musci,Racomitrium heterostichum (Hedw.) Brid.,NE,,,
Laubmoose – Musci,Racomitrium heterostichum (Hedw.) Brid. subsp.,LC,,,
Laubmoose – Musci,Racomitrium heterostichum (Hedw.) Brid. subsp.,LC,,,
Laubmoose – Musci,Racomitrium heterostichum (Hedw.) Brid. subsp.,LC,,,
Laubmoose – Musci,Racomitrium lanuginosum (Hedw.) Brid.,NT,A2b,,im Mittelland gefährdet
Laubmoose – Musci,Racomitrium macounii Kindb.,LC,,,"erst seit kurzem unterschieden, scheint jedoch nicht selten"
Laubmoose – Musci,Racomitrium microcarpum (Hedw.) Brid.,VU,D2,,
Laubmoose – Musci,Rhabdoweisia crenulata (Mitt.) Jameson,VU,D2,,
Laubmoose – Musci,Rhabdoweisia crispata (Dicks.) Lindb.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,"Rhabdoweisia fugax (Hedw.) B., S. & G.",LC,,,
Laubmoose – Musci,Rhizomnium magnifolium (Horik.) T. Kop.,LC,,,
Laubmoose – Musci,Rhizomnium pseudopunctatum (B. & S.) T. Kop.,LC,,,
Laubmoose – Musci,Rhizomnium punctatum (Hedw.) T. Kop.,LC,,,
Laubmoose – Musci,Rhodobryum ontariense (Kindb.) Kindb.,LC,,,
Laubmoose – Musci,Rhodobryum roseum (Hedw.) Limpr.,LC,,,
Laubmoose – Musci,Rhynchostegiella curviseta (Brid.) Limpr.,CR,A2b; B1ab(iv)+2ab(iv),,letzter Fund 1979
Laubmoose – Musci,Rhynchostegiella jacquinii (Garov.) Limpr.,VU,D2,,
Laubmoose – Musci,Rhynchostegiella teesdalei (Schimp.) Limpr.,VU,D2,,
Laubmoose – Musci,Rhynchostegiella tenella (Dicks.) Limpr.,LC,,,
Laubmoose – Musci,Rhynchostegium confertum (Dicks.) Schimp.,NE,,,
Laubmoose – Musci,Rhynchostegium confertum (Dicks.) Schimp.,LC,,,
Laubmoose – Musci,Rhynchostegium megapolitanum (Web. & Mohr),NT,,,
Laubmoose – Musci,Rhynchostegium murale (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Rhynchostegium riparioides (Hedw.) Card.,LC,,,
Laubmoose – Musci,Rhynchostegium rotundifolium (Brid.) Schimp.,NT,D2,,
Laubmoose – Musci,Rhytidiadelphus loreus (Hedw.) Warnst.,LC,,,
Laubmoose – Musci,Rhytidiadelphus squarrosus (Hedw.) Warnst.,NE,,,
Laubmoose – Musci,Rhytidiadelphus squarrosus (Hedw.) Warnst.,LC,,,
Laubmoose – Musci,Rhytidiadelphus squarrosus (Hedw.) Warnst.,LC,,,
Laubmoose – Musci,Rhytidiadelphus triquetrus (Hedw.) Warnst.,LC,,,
Laubmoose – Musci,Rhytidium rugosum (Hedw.) Kindb.,LC,,,im Mittelland gefährdet
Laubmoose – Musci,Saelania glaucescens (Hedw.) Broth.,EN,A2b,,
Laubmoose – Musci,Schistidium agassizii Sull. & Lesq.,VU,D2,,letzter Fund 1966
Laubmoose – Musci,"Schistidium apocarpum (Hedw.) B., S. & G.",DD,,,Taxonomie unklar
Laubmoose – Musci,"Schistidium apocarpum (Hedw.) B., S. & G.",DD,,,Taxonomie unklar
Laubmoose – Musci,"Schistidium apocarpum (Hedw.) B., S. & G.",DD,,,Taxonomie unklar
Laubmoose – Musci,"Schistidium apocarpum (Hedw.) B., S. & G.",DD,,,Taxonomie unklar
Laubmoose – Musci,"Schistidium apocarpum (Hedw.) B., S. & G.",DD,,,Taxonomie unklar
Laubmoose – Musci,"Schistidium apocarpum (Hedw.) B., S. & G.",DD,,,Taxonomie unklar
Laubmoose – Musci,Schistidium flaccidum (De Not.) Ochyra,VU,D2,,
Laubmoose – Musci,Schistidium rivulare (Brid.) Podp.,DD,,,Taxonomie unklar
Laubmoose – Musci,Schistidium rivulare (Brid.) Podp. subsp. latifolium,DD,,,Taxonomie unklar
Laubmoose – Musci,Schistidium rivulare (Brid.) Podp. subsp. rivulare,DD,,,Taxonomie unklar
Laubmoose – Musci,Schistidium trichodon (Brid.) Poelt,LC,,,
Laubmoose – Musci,Schistostega pennata (Hedw.) Web. & Mohr,VU,D2,,
Laubmoose – Musci,Scleropodium purum (Hedw.) Limpr.,LC,,,
Laubmoose – Musci,Scopelophila ligulata (Spruce) Spruce,VU,D2,,
Laubmoose – Musci,Scorpidium scorpioides (Hedw.) Limpr.,VU,A2b,,abhängig vom Moorschutz
Laubmoose – Musci,Scorpidium turgescens (T. Jens.) Loeske  CR,CR,B2ab(iv),,"Fund 1954, Nachsuche mehrerer"
Laubmoose – Musci,Scorpiurium circinatum (Brid.) Fleisch. & Loeske,VU,D2,,
Laubmoose – Musci,Seligeria austriaca Schauer,VU,D2,§REG,
Laubmoose – Musci,Seligeria brevifolia (Lindb.) Lindb.,CR,A2b; B1ab(iv)+2ab(iv),,"Fund erste Hälfte 20.Jh., Suche"
Laubmoose – Musci,"Seligeria calcarea (Hedw.) B., S. & G.  ",VU,D2,,
Laubmoose – Musci,Seligeria carniolica (Breidl. & Beck) Nyh.,RE,,§REG,"einziger Fund 1885, Nachsuche erfolglos"
Laubmoose – Musci,Seligeria donniana (Sm.) C. Müll.,LC,,,
Laubmoose – Musci,Seligeria oelandica C. Jens. & Medel.,VU,D2,,
Laubmoose – Musci,Seligeria patula (Lindb.) Broth.,VU,D2,,einziger Fund 1993
Laubmoose – Musci,"Seligeria pusilla (Hedw.) B., S. & G.  ",LC,,,
Laubmoose – Musci,"Seligeria recurvata (Hedw.) B., S. & G.  ",LC,,,
Laubmoose – Musci,Seligeria trifaria (Brid.) Lindb.,LC,,,
Laubmoose – Musci,Sematophyllum demissum (Wils.) Mitt.,VU,D2,,nur aus dem Tessin bekannt
Laubmoose – Musci,Sphagnum affine Ren. & Card.,VU,D2,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum capillifolium (Ehrh.) Hedw.,NT,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum centrale C.Jens.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum compactum Lam. & DC.,LC,,§CH,
Laubmoose – Musci,Sphagnum contortum K. F. Schultz,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum cuspidatum Hoffm.,NT,A2b,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum denticulatum Brid.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum fimbriatum Wils.,VU,D2,§CH,"abhängig vom Moorschutz,  evtl. in Ausbreitung"
Laubmoose – Musci,Sphagnum fuscum (Schimp.) Klinggr.,VU,A2b,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum girgensohnii Russ.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum magellanicum Brid.,NT,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum majus (Russ.) C.Jens.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum molle Sull.,VU,D2,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum palustre L.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum papillosum Lindb.,NT,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum platyphyllum (Braithw.) Warnst.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum quinquefarium (Braithw.) Warnst.,LC,,§CH,
Laubmoose – Musci,Sphagnum recurvum P. Beauv.,NE,,,
Laubmoose – Musci,Sphagnum recurvum P. Beauv. subsp.,NT,,CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum recurvum P. Beauv. subsp.,NT,,,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum recurvum P. Beauv. subsp.,NT,,CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum rubellum Wils.,NT,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum russowii Warnst.,NT,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum squarrosum Crome,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum subfulvum Sjörs,VU,D2,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum subnitens Russ. & Warnst.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum subsecundum Nees,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum tenellum (Brid.) Bory,NT,,§CH,"abhängig vom Moorschutz,  im Mittelland stärker gefährdet"
Laubmoose – Musci,Sphagnum teres (Schimp.) Ångstr.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Sphagnum warnstorfii Russ.,LC,,§CH,abhängig vom Moorschutz
Laubmoose – Musci,Splachnum ampullaceum Hedw.,NT,D2,,"abhängig vom Moorschutz, im Mittel-land und Jura stark gefährdet"
Laubmoose – Musci,Splachnum sphaericum Hedw.,LC,,,
Laubmoose – Musci,Stegonia latifolia (Schwaegr.) Broth.,LC,,,
Laubmoose – Musci,Taxiphyllum wissgrillii (Garov.) Wijk & Marg.,LC,,,
Laubmoose – Musci,Tayloria acuminata Hornsch.,VU,D2,,
Laubmoose – Musci,Tayloria froelichiana (Hedw.) Broth.,LC,,,
Laubmoose – Musci,Tayloria hornschuchii (Grev. & Arn.) Broth.,VU,D2,,"einziger Fund 1936,  Nachsuche erfolglos"
Laubmoose – Musci,Tayloria lingulata (Dicks.) Lindb.,VU,D2,,
Laubmoose – Musci,"Tayloria rudolphiana (Garov.) B., S. & G.  ",VU,D2,§CH,
Laubmoose – Musci,"Tayloria serrata (Hedw.) B., S. & G.  ",NE,,,
Laubmoose – Musci,"Tayloria serrata (Hedw.) B., S. & G. subsp.",LC,,,
Laubmoose – Musci,"Tayloria serrata (Hedw.) B., S. & G. subsp. tenuis",DD,,,
Laubmoose – Musci,Tayloria splachnoides (Schwaegr.) Hook.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Tetraphis pellucida Hedw.,LC,,,
Laubmoose – Musci,"Tetraplodon angustatus (Hedw.) B., S. & G.  ",EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,"Tetraplodon mnioides (Hedw.) B., S. & G.  ",VU,A2b; D2,,
Laubmoose – Musci,"Tetraplodon urceolatus B., S. & G.  ",CR,A2b; B2ab(iv),,"Fund 1948, Nachsuche einzelner"
Laubmoose – Musci,Tetrodontium ovatum (Funck) Schwaegr.,VU,D2,§REG,
Laubmoose – Musci,Tetrodontium repandum (Funck) Schwaegr.,VU,D2,,
Laubmoose – Musci,Thamnobryum alopecurum (Hedw.) Gang.,LC,,,
Laubmoose – Musci,Thuidium abietinum (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Thuidium angustifolium (Hampe & C. Müll.) Jaeg.,EN,D2,,"nur aus dem Tessin bekannt, Upgra-ding vorgenommen"
Laubmoose – Musci,Thuidium blandowii (Web. & Mohr) Schimp.,RE,,,"einziger Fund 1914 (Saas Fee), Fundort wurde zerstört"
Laubmoose – Musci,Thuidium delicatulum (Hedw.) Mitt.,LC,,,
Laubmoose – Musci,Thuidium philibertii Limpr.,LC,,,
Laubmoose – Musci,Thuidium recognitum (Hedw.) Lindb.,LC,,,
Laubmoose – Musci,Thuidium tamariscinum (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Thuidium virginianum (Brid.) Schimp.,CR,B2ab(iv),,kommt nur in der Südschweiz vor
Laubmoose – Musci,Timmia austriaca Hedw.,LC,,,
Laubmoose – Musci,Timmia bavarica Hessl.,LC,,,
Laubmoose – Musci,Timmia norvegica Zett.,VU,D2,,
Laubmoose – Musci,Timmiella anomala (B. & S.) Limpr.,VU,A2b; D2,,
Laubmoose – Musci,Timmiella barbuloides (Brid.) Mönk.,DD,,,Vorkommen in der Schweiz unsicher
Laubmoose – Musci,Tomentypnum nitens (Hedw.) Loeske,LC,,,abhängig vom Moorschutz
Laubmoose – Musci,Tortella bambergeri (Schimp.) Broth.,LC,,,
Laubmoose – Musci,Tortella densa (Lor. & Mol.) Crundw. & Nyh.,LC,,,
Laubmoose – Musci,Tortella fragilis (Hook. & Wils.) Limpr.,LC,,,
Laubmoose – Musci,Tortella humilis (Hedw.) Jenn.,VU,D2,,
Laubmoose – Musci,Tortella inclinata (Hedw. f.) Limpr.,LC,,,
Laubmoose – Musci,Tortella nitida (Lindb.) Broth.,VU,D2,,nur aus dem Tessin bekannt
Laubmoose – Musci,Tortella tortuosa (Hedw.) Limpr.,LC,,,
Laubmoose – Musci,Tortula atrovirens (Sm.) Lindb.,VU,D2,,"vor, abhängig vom Schutz der Tro-"
Laubmoose – Musci,Tortula brevissima Schiffn.,VU,D2,,
Laubmoose – Musci,Tortula canescens Mont.,CR,B2ab(iv),,
Laubmoose – Musci,Tortula caninervis (Mitt.) Broth.,NE,,,
Laubmoose – Musci,Tortula caninervis (Mitt.) Broth. subsp. spuria,VU,,,kommt nur im Wallis vor
Laubmoose – Musci,Tortula fragilis Tayl.,EN,A2b,,
Laubmoose – Musci,Tortula inermis (Brid.) Mont.,EN,A2b,,
Laubmoose – Musci,Tortula intermedia (Brid.) De Not.,LC,,,
Laubmoose – Musci,Tortula laevipila (Brid.) Schwaegr.,CR,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Tortula latifolia Hartm.,DD,,,Vorkommen in der Schweiz unsicher
Laubmoose – Musci,Tortula mucronifolia Schwaegr.,LC,,,
Laubmoose – Musci,Tortula muralis Hedw.,LC,,,
Laubmoose – Musci,Tortula norvegica (Web.) Lindb.,LC,,,
Laubmoose – Musci,Tortula obtusifolia (Schwaegr.) Math.,CR,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Tortula pagorum (Milde) De Not.,VU,D2,,
Laubmoose – Musci,Tortula papillosa Wils.,LC,,,
Laubmoose – Musci,Tortula revolvens (Schimp.) G. Roth,VU,D2,,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,"Tortula ruralis (Hedw.) Gaertn., Meyer & Scherb.  ",NE,,,
Laubmoose – Musci,"Tortula ruralis (Hedw.) Gaertn., Meyer & Scherb.",DD,,,
Laubmoose – Musci,"Tortula ruralis (Hedw.) Gaertn., Meyer & Scherb.",DD,,,
Laubmoose – Musci,"Tortula ruralis (Hedw.) Gaertn., Meyer & Scherb. subsp. ruralis",LC,,,
Laubmoose – Musci,Tortula sinensis (C. Müll.) Broth.,CR,B1ab(iv)+2ab(iv),,"möglicherweise ausgestorben, letzter Fund 1913"
Laubmoose – Musci,Tortula subulata Hedw.,LC,,,
Laubmoose – Musci,Tortula virescens (De Not.) De Not.,LC,,,
Laubmoose – Musci,Trematodon ambiguus (Hedw.) Hornsch.,VU,A2b; D2,,abhängig vom Moorschutz
Laubmoose – Musci,Trematodon brevicollis Hornsch.,EN,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Trichodon cylindricus (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Trichostomum brachydontium Bruch,LC,,,Unterarten möglicherweise gefährdet
Laubmoose – Musci,Trichostomum brachydontium Bruch subsp.,DD,,,
Laubmoose – Musci,Trichostomum brachydontium Bruch subsp.,DD,,,
Laubmoose – Musci,Trichostomum crispulum Bruch,LC,,,Unterarten möglicherweise gefährdet
Laubmoose – Musci,Trichostomum crispulum Bruch subsp. crispulum,DD,,,Taxonomie unklar
Laubmoose – Musci,Trichostomum crispulum Bruch subsp. viridulum,DD,,,Taxonomie unklar
Laubmoose – Musci,Ulota bruchii Brid.,LC,,,"wird erst seit kurzem unterschieden, scheint jedoch nicht selten"
Laubmoose – Musci,Ulota coarctata (P. Beauv.) Hammar,CR,A2b; B2ab(iv),,
Laubmoose – Musci,Ulota crispa (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Ulota drummondii (Hook. & Grev.) Brid.,DD,,,Vorkommen in der Schweiz unsicher
Laubmoose – Musci,Ulota hutchinsiae (Sw.) Hammar,VU,A2b; D2,,
Laubmoose – Musci,Ulota rehmannii Jur.,NE,,,
Laubmoose – Musci,Ulota rehmannii Jur. subsp. macrospora (Bauer &,CR,,,"möglicherweise ausgestorben, letzte"
Laubmoose – Musci,Voitia nivalis Hornsch.,RE,,,"letzter Fund 1863, Nachsuche erfol-glos"
Laubmoose – Musci,"Weissia brachycarpa (Nees, Hornsch. & Sturm)",LC,,,
Laubmoose – Musci,Weissia condensa (Voit) Lindb.,VU,A2b; D2,,
Laubmoose – Musci,Weissia controversa Hedw.,LC,,,
Laubmoose – Musci,Weissia fallax Sehlm.,DD,,,"wird erst seit kurzem unterschieden, erst einmal nachgewiesen (2003)"
Laubmoose – Musci,Weissia longifolia Mitt.,NT,A2b,,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,Weissia rostellata (Brid.) Lindb.,VU,D2,,Erstfund 1999
Laubmoose – Musci,Weissia rutilans (Hedw.) Lindb.,CR,A2b; B1ab(iv)+2ab(iv),,letzter Fund 1983
Laubmoose – Musci,"Weissia squarrosa (Nees, Hornsch. & Sturm) C.",VU,,,
Laubmoose – Musci,Weissia triumphans (De Not.) M. Hill  VU,VU,D2,,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,"Weissia wimmeriana (Sendtn.) B., S. & G.  ",LC,,,
Laubmoose – Musci,Zygodon conoideus (Dicks.) Hook. & Tayl.,VU,D2,,einziger Fund 2002
Laubmoose – Musci,Zygodon forsteri (Dicks.) Mitt.,DD,,,Vorkommen in der Schweiz unsicher
Laubmoose – Musci,Zygodon gracilis Wils.,VU,D2,,
Laubmoose – Musci,Zygodon viridissimus (Dicks.) Brid.,NE,,,
Laubmoose – Musci,Zygodon viridissimus (Dicks.) Brid. subsp.,NT,,,
Laubmoose – Musci,Zygodon viridissimus (Dicks.) Brid. subsp.,VU,,,
Laubmoose – Musci,Zygodon viridissimus (Dicks.) Brid. subsp.,LC,,,
