Id,Label,Date,Image,followers_count,friends_count
599870448,,,,,
16200044,NS_Int,Tue Sep 09 09:38:51 +0000 2008,https://pbs.twimg.com/profile_images/960441616375967744/17CGkhjI_normal.jpg,17125,6917
67698245,mauritswever,Fri Aug 21 19:42:20 +0000 2009,https://pbs.twimg.com/profile_images/936202006854881280/0xq5MkNG_normal.jpg,346,575
783055346541686788,noordwestexpres,Mon Oct 03 21:25:17 +0000 2016,https://pbs.twimg.com/profile_images/783056593277640704/3ZH_g-lA_normal.jpg,771,334
255226431,,,,,
387042539,,,,,
861597623517663232,,,,,
2946129982,,,,,
789605024,,,,,
2191409085,,,,,
378070769,,,,,
737758968626458626,,,,,
743024249141637120,WeLovedWWE,Wed Jun 15 10:16:00 +0000 2016,https://pbs.twimg.com/profile_images/1072925208128950272/2KDHeg9Z_normal.jpg,585,108
747004928221118464,justiz_ch,Sun Jun 26 09:53:48 +0000 2016,https://pbs.twimg.com/profile_images/747005697687195648/sbcp2n3n_normal.jpg,371,9
23046389,,,,,
373944734,KapoZuerich,Thu Sep 15 12:56:51 +0000 2011,https://pbs.twimg.com/profile_images/778599271046246400/j7Uf4Nep_normal.jpg,6139,42
312854504,,,,,
1653282278,FC_Basel_fr,Wed Aug 07 15:56:20 +0000 2013,https://pbs.twimg.com/profile_images/1062842651949576192/UzVSfUPs_normal.jpg,5432,164
924334824,TheBluejaysUK,Sun Nov 04 00:46:45 +0000 2012,https://pbs.twimg.com/profile_images/691302383217963008/R4El4m-V_normal.png,2395,1993
180475987,,,,,
189662629,ArtWendeley,Sat Sep 11 21:58:33 +0000 2010,https://pbs.twimg.com/profile_images/1069833312137592832/2TJxeLZr_normal.jpg,6326,3195
842808457745121281,,,,,
90152392,,,,,
87774000,,,,,
3760626981,,,,,
923992110767968256,,,,,
1735084123,,,,,
339803096,a_gossweiler,Thu Jul 21 17:46:43 +0000 2011,https://pbs.twimg.com/profile_images/559025097265008641/w_SKKWfe_normal.png,730,182
869467382279962624,SATW_ch,Tue May 30 08:15:52 +0000 2017,https://pbs.twimg.com/profile_images/869468598577889280/zPdsUIAi_normal.jpg,2519,2398
109312021,,,,,
115123104,,,,,
120127817,,,,,
124450567,,,,,
180720589,,,,,
186386857,,,,,
206249234,,,,,
21389998,,,,,
22910295,,,,,
296756458,,,,,
2991724937,,,,,
454873450,,,,,
46862437,,,,,
64680554,,,,,
728031373,fczenit_en,Tue Jul 31 09:50:28 +0000 2012,https://pbs.twimg.com/profile_images/760749025008185344/PCI-E-uY_normal.jpg,37030,522
91402003,,,,,
39528842,,,,,
18527723,,,,,
356227170,,,,,
1095223194,mayatoGmbH,Wed Jan 16 13:37:55 +0000 2013,https://pbs.twimg.com/profile_images/728520982365913088/rbh5UTp7_normal.jpg,674,1776
928716555306917895,,,,,
356849992,,,,,
39084495,,,,,
202806809,ETH,Thu Oct 14 21:33:06 +0000 2010,https://pbs.twimg.com/profile_images/378800000473502381/20b08fa38f1365b96da392c3276a5699_normal.png,32401,452
2738012154,,,,,
277466640,,,,,
974636608006819842,,,,,
469549703,,,,,
630653641,DailyTalk,Mon Jul 09 00:42:50 +0000 2012,https://pbs.twimg.com/profile_images/1019247100058587137/Z-Mz9Aq8_normal.jpg,410,11
